Playing Time.MP,Playing Time.Starts,Playing Time.Min,Performance.G-PK,Performance.PK,Performance.Ast,Performance.CrdY,Performance.CrdR,Expected.xG,Expected.npxG,Expected.xAG,Progression.PrgC,Progression.PrgP,Progression.PrgR,Per 90 Minutes.Gls,Per 90 Minutes.Ast,Per 90 Minutes.G+A,Per 90 Minutes.G-PK,Per 90 Minutes.G+A-PK,Per 90 Minutes.xG,Per 90 Minutes.xAG,Per 90 Minutes.xG+xAG,Per 90 Minutes.npxG,Per 90 Minutes.npxG+xAG,Player Goalkeeping.Performance.GA,Player Goalkeeping.Performance.GA90,Player Goalkeeping.Performance.SoTA,Player Goalkeeping.Performance.Saves,Player Goalkeeping.Performance.Save%,Player Goalkeeping.Performance.W,Player Goalkeeping.Performance.D,Player Goalkeeping.Performance.L,Player Goalkeeping.Performance.CS,Player Goalkeeping.Performance.CS%,Player Goalkeeping.Penalty Kicks.PKatt,Player Goalkeeping.Penalty Kicks.PKA,Player Goalkeeping.Penalty Kicks.PKsv,Player Goalkeeping.Penalty Kicks.PKm,Player Goalkeeping.Penalty Kicks.Save%,Player Shooting.Standard.Gls,Player Shooting.Standard.Sh,Player Shooting.Standard.SoT,Player Shooting.Standard.SoT%,Player Shooting.Standard.Sh/90,Player Shooting.Standard.SoT/90,Player Shooting.Standard.G/Sh,Player Shooting.Standard.G/SoT,Player Shooting.Standard.Dist,Player Shooting.Standard.FK,Player Shooting.Standard.PK,Player Shooting.Expected.xG,Player Shooting.Expected.npxG,Player Shooting.Expected.npxG/Sh,Player Shooting.Expected.G-xG,Player Shooting.Expected.np:G-xG,Player Passing.Total.Cmp,Player Passing.Total.Att,Player Passing.Total.Cmp%,Player Passing.Total.TotDist,Player Passing.Total.PrgDist,Player Passing.Short.Cmp,Player Passing.Short.Att,Player Passing.Short.Cmp%,Player Passing.Medium.Cmp,Player Passing.Medium.Att,Player Passing.Medium.Cmp%,Player Passing.Long.Cmp,Player Passing.Long.Att,Player Passing.Long.Cmp%,Player Passing.Expected.Ast,Player Passing.Expected.xAG,Player Passing.Expected.xA,Player Passing.Expected.A-xAG,Player Passing.Expected.KP,Player Passing.Expected.1/3,Player Passing.Expected.PPA,Player Passing.Expected.CrsPA,Player Passing.Expected.PrgP,Player Pass Types.Pass Types.Live,Player Pass Types.Pass Types.Dead,Player Pass Types.Pass Types.FK,Player Pass Types.Pass Types.TB,Player Pass Types.Pass Types.Sw,Player Pass Types.Pass Types.Crs,Player Pass Types.Pass Types.TI,Player Pass Types.Pass Types.CK,Player Pass Types.Corner Kicks.In,Player Pass Types.Corner Kicks.Out,Player Pass Types.Corner Kicks.Str,Player Pass Types.Outcomes.Cmp,Player Pass Types.Outcomes.Off,Player Pass Types.Outcomes.Blocks,Player Goal and Shot Creation.SCA.SCA,Player Goal and Shot Creation.SCA.SCA90,Player Goal and Shot Creation.SCA Types.PassLive,Player Goal and Shot Creation.SCA Types.PassDead,Player Goal and Shot Creation.SCA Types.TO,Player Goal and Shot Creation.SCA Types.Sh,Player Goal and Shot Creation.SCA Types.Fld,Player Goal and Shot Creation.SCA Types.Def,Player Goal and Shot Creation.GCA.GCA,Player Goal and Shot Creation.GCA.GCA90,Player Goal and Shot Creation.GCA Types.PassLive,Player Goal and Shot Creation.GCA Types.PassDead,Player Goal and Shot Creation.GCA Types.TO,Player Goal and Shot Creation.GCA Types.Sh,Player Goal and Shot Creation.GCA Types.Fld,Player Goal and Shot Creation.GCA Types.Def,Player Defensive Actions.Tackles.Tkl,Player Defensive Actions.Tackles.TklW,Player Defensive Actions.Tackles.Def 3rd,Player Defensive Actions.Tackles.Mid 3rd,Player Defensive Actions.Tackles.Att 3rd,Player Defensive Actions.Challenges.Tkl,Player Defensive Actions.Challenges.Att,Player Defensive Actions.Challenges.Tkl%,Player Defensive Actions.Challenges.Lost,Player Defensive Actions.Blocks.Blocks,Player Defensive Actions.Blocks.Sh,Player Defensive Actions.Blocks.Pass,Player Defensive Actions.Blocks.Int,Player Defensive Actions.Blocks.Tkl+Int,Player Defensive Actions.Blocks.Clr,Player Defensive Actions.Blocks.Err,Player Possession.Touches.Touches,Player Possession.Touches.Def Pen,Player Possession.Touches.Def 3rd,Player Possession.Touches.Mid 3rd,Player Possession.Touches.Att 3rd,Player Possession.Touches.Att Pen,Player Possession.Touches.Live,Player Possession.Take-Ons.Att,Player Possession.Take-Ons.Succ,Player Possession.Take-Ons.Succ%,Player Possession.Take-Ons.Tkld,Player Possession.Take-Ons.Tkld%,Player Possession.Carries.Carries,Player Possession.Carries.TotDist,Player Possession.Carries.PrgDist,Player Possession.Carries.PrgC,Player Possession.Carries.1/3,Player Possession.Carries.CPA,Player Possession.Carries.Mis,Player Possession.Carries.Dis,Player Possession.Receiving.Rec,Player Possession.Receiving.PrgR,Player Playing Time.Starts.Starts,Player Playing Time.Starts.Mn/Start,Player Playing Time.Starts.Compl,Player Playing Time.Subs.Subs,Player Playing Time.Subs.Mn/Sub,Player Playing Time.Subs.unSub,Player Playing Time.Team Success.PPM,Player Playing Time.Team Success.onG,Player Playing Time.Team Success.onGA,Player Playing Time.Team Success (xG).onxG,Player Playing Time.Team Success (xG).onxGA,Player Miscellaneous Stats.Performance.Fls,Player Miscellaneous Stats.Performance.Fld,Player Miscellaneous Stats.Performance.Off,Player Miscellaneous Stats.Performance.Crs,Player Miscellaneous Stats.Performance.OG,Player Miscellaneous Stats.Performance.Recov,Player Miscellaneous Stats.Aerial Duels.Won,Player Miscellaneous Stats.Aerial Duels.Lost,Player Miscellaneous Stats.Aerial Duels.Won%
Manchester Utd,Manchester Utd,Manchester Utd,Manchester City,Chelsea,Aston Villa,Fulham,Sheffield Utd,Manchester City,Manchester City,Manchester Utd,Manchester City,Manchester City,Arsenal,Wolves,Tottenham,Fulham,Wolves,Fulham,Bournemouth,Manchester City,Bournemouth,Bournemouth,Bournemouth,Luton Town,Bournemouth,Luton Town,Manchester Utd,Burnley,Manchester City,West Ham,Luton Town,Arsenal,Manchester City,Fulham,Fulham,West Ham,Sheffield Utd,Aston Villa,Manchester City,Manchester City,Manchester City,Luton Town,Bournemouth,Everton,Manchester Utd,Chelsea,Sheffield Utd,West Ham,Chelsea,Manchester City,Manchester City,Fulham,Manchester City,Manchester City,Manchester City,Manchester City,Chelsea,Manchester City,Everton,Manchester City,Manchester City,Arsenal,Liverpool,Brighton,Wolves,Everton,Everton,Nott'ham Forest,Aston Villa,Manchester Utd,Arsenal,Aston Villa,Manchester Utd,Manchester City,Arsenal,Brighton,Manchester City,Manchester City,Everton,Everton,Arsenal,Newcastle Utd,Luton Town,Crystal Palace,Luton Town,Arsenal,Luton Town,Wolves,Manchester City,Manchester Utd,Crystal Palace,Arsenal,Tottenham,Arsenal,Brighton,West Ham,Liverpool,Newcastle Utd,Newcastle Utd,Newcastle Utd,Manchester City,Chelsea,West Ham,Newcastle Utd,Aston Villa,Newcastle Utd,Manchester Utd,Fulham,Sheffield Utd,Fulham,Fulham,Tottenham,Fulham,Fulham,Brentford,Brentford,Everton,Everton,Liverpool,Fulham,Fulham,Crystal Palace,Sheffield Utd,Manchester City,Fulham,Brighton,Manchester City,Arsenal,Arsenal,Manchester City,West Ham,West Ham,Chelsea,West Ham,West Ham,Manchester City,Manchester City,Manchester City,Manchester City,Manchester City,Manchester City,Bournemouth,West Ham,Manchester City,Arsenal,Manchester Utd,Arsenal,Manchester Utd,Tottenham,Newcastle Utd,Wolves,Arsenal,Arsenal,Sheffield Utd,Liverpool,Luton Town,Chelsea,Newcastle Utd,Liverpool,Luton Town,Fulham,Newcastle Utd,Everton,Luton Town,Burnley
